case,pitch_command_deg,elevator_command_deg,pitch_mean_deg,elevator_mean_deg,Fz_mean_lbf,Fz_std_lbf,My_mean_lbfin,My_std_lbfin
baseline,0.15131766000000002,0.79309859,0.15131766000000005,0.7930985900000016,-71.10118191381254,1.3667072850558384,631.2887662476558,9.738666384227502
pitch_plus,0.40131766,0.79309859,0.4013176599999947,0.793098590000004,588.1713594754311,5.979610601758279,2143.26366910493,120.074856313173
pitch_minus,-0.09868233999999998,0.79309859,-0.09868233999999997,0.7930985899999988,-752.5140648092136,1.5467303327485675,-991.3408795692033,11.163689064895495
elevator_plus,0.15131766000000002,1.29309859,0.15131766000000005,1.2930985899999972,-111.51797477366982,0.8854934476555691,367.94429762745807,5.39894081955904
elevator_minus,0.15131766000000002,0.29309859000000005,0.15131766000000005,0.2930985899999986,-30.946695918189615,2.3788887336225457,894.1505726958134,19.73835134519324
newton_validation,0.24877198291091204,3.153865370774887,0.2487719829109121,3.1538653707748745,1.517992234635721,1.9132451450892127,1.0995923389430036,13.083435328192268
