67
1	-0.021337373
0.96736	-0.028933718
0.9345	-0.034610786
0.90147	-0.039279827
0.87938	-0.041915135
0.83464	-0.046241548
0.7899	-0.049511263
0.74517	-0.052052655
0.70043	-0.054189523
0.67834	-0.055177697
0.65625	-0.056141218
0.61129	-0.058060049
0.56633	-0.059761492
0.52126	-0.060895692
0.47631	-0.061015355
0.43135	-0.060553637
0.40926	-0.060266872
0.38716	-0.059931607
0.36585	-0.059566003
0.33911	-0.059037056
0.2988	-0.058006117
0.25461	-0.056361478
0.21043	-0.053924842
0.16624	-0.050449579
0.14415	-0.048231845
0.12206	-0.045641637
0.08991	-0.04120488
0.05788	-0.035307532
0.03579	-0.02945935
0.02546	-0.025719496
0.01569	-0.020887216
0.00729	-0.014290952
0.00193	-0.007108823
0	0
0.00193	0.008506504
0.00729	0.016863397
0.01569	0.025175918
0.02546	0.032027531
0.03579	0.037468819
0.05788	0.046553211
0.08991	0.05611105
0.12206	0.063019344
0.14415	0.066661619
0.16624	0.069563696
0.21043	0.073623392
0.25461	0.075899397
0.2988	0.076841852
0.33911	0.076583296
0.36585	0.075843855
0.38716	0.074964551
0.40926	0.073782584
0.43135	0.072345302
0.47631	0.06863714
0.52126	0.063938541
0.56633	0.058296495
0.61129	0.051786785
0.65625	0.044500071
0.67834	0.040677319
0.70043	0.036714962
0.74517	0.0283387
0.7899	0.01961675
0.83464	0.010711452
0.87938	0.00178809
0.90147	-0.002571173
0.9345	-0.008980519
0.96736	-0.015156491
1	-0.021337373
