67
1	-0.018
0.96736	-0.02987826
0.9345	-0.040048428
0.90147	-0.048827542
0.87938	-0.054000183
0.83464	-0.063065463
0.7899	-0.070615127
0.74517	-0.077010553
0.70043	-0.082560821
0.67834	-0.085052263
0.65625	-0.08744032
0.61129	-0.091939293
0.56633	-0.096056156
0.52126	-0.099731187
0.47631	-0.102664543
0.43135	-0.104384002
0.40926	-0.104610944
0.38716	-0.104353396
0.36585	-0.103609159
0.33911	-0.102072109
0.2988	-0.098666381
0.25461	-0.093751986
0.21043	-0.08765386
0.16624	-0.08009708
0.14415	-0.075589138
0.12206	-0.070437729
0.08991	-0.061562446
0.05788	-0.050360902
0.03579	-0.040405134
0.02546	-0.034617144
0.01569	-0.027789976
0.00729	-0.019435303
0.00193	-0.009627774
0	0
0.00193	0.010375979
0.00729	0.019878992
0.01569	0.028779035
0.02546	0.03611241
0.03579	0.042233163
0.05788	0.052144913
0.08991	0.062398351
0.12206	0.069898257
0.14415	0.073981983
0.16624	0.077407517
0.21043	0.08278034
0.25461	0.086661784
0.2988	0.089359781
0.33911	0.090856053
0.36585	0.091234318
0.38716	0.091192995
0.40926	0.090820597
0.43135	0.090139531
0.47631	0.087811274
0.52126	0.084208354
0.56633	0.079301662
0.61129	0.073104431
0.65625	0.065652739
0.67834	0.061566476
0.70043	0.057232127
0.74517	0.046767974
0.7899	0.035799564
0.83464	0.024835586
0.87938	0.013871609
0.90147	0.008438824
0.9345	2.96013E-06
0.96736	-0.008457037
1	-0.018
