sottocartella,profondita,file_diretti,file_ricorsivi,byte_ricorsivi,ultimo_mtime_utc,estensioni_principali_ricorsive
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/_lib/pyprima/common/__pycache__,12,18,18,96316,2026-07-27T22:35:57+00:00,.pyc:18
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/_lib/tests,10,16,32,225997,2026-07-27T22:35:57+00:00,.py:16; .pyc:16
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/_lib/tests/__pycache__,11,16,16,134859,2026-07-27T22:35:57+00:00,.pyc:16
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/cluster,9,6,19,1130160,2026-07-27T22:35:57+00:00,.py:8; .pyc:8; .so:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/cluster/__pycache__,10,3,3,196869,2026-07-27T22:35:57+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/cluster/tests,10,5,10,199766,2026-07-27T22:35:57+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/cluster/tests/__pycache__,11,5,5,118908,2026-07-27T22:35:57+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/constants,9,5,16,481982,2026-07-27T22:35:57+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/constants/__pycache__,10,5,5,232682,2026-07-27T22:35:57+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/constants/tests,10,3,6,18477,2026-07-27T22:35:57+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/constants/tests/__pycache__,11,3,3,11376,2026-07-27T22:35:57+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/datasets,9,5,14,44629,2026-07-27T22:35:57+00:00,.py:7; .pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/datasets/__pycache__,10,5,5,17723,2026-07-27T22:35:57+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/datasets/tests,10,2,4,10713,2026-07-27T22:35:57+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/datasets/tests/__pycache__,11,2,2,6500,2026-07-27T22:35:57+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/differentiate,9,2,8,182799,2026-07-27T22:35:57+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/differentiate/__pycache__,10,2,2,51319,2026-07-27T22:35:57+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/differentiate/tests,10,2,4,79401,2026-07-27T22:35:57+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/differentiate/tests/__pycache__,11,2,2,51677,2026-07-27T22:35:57+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft,9,10,52,1875055,2026-07-27T22:35:57+00:00,.py:25; .pyc:25; .md:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/__pycache__,10,10,10,144500,2026-07-27T22:35:57+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/_pocketfft,10,6,16,1416760,2026-07-27T22:35:57+00:00,.py:7; .pyc:7; .md:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/_pocketfft/__pycache__,11,4,4,23809,2026-07-27T22:35:57+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/_pocketfft/tests,11,3,6,143525,2026-07-27T22:35:57+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/_pocketfft/tests/__pycache__,12,3,3,91028,2026-07-27T22:35:57+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/tests,10,8,16,177322,2026-07-27T22:35:57+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fft/tests/__pycache__,11,8,8,108556,2026-07-27T22:35:57+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fftpack,9,10,35,1008675,2026-07-27T22:35:57+00:00,.py:15; .pyc:15; .npz:4; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fftpack/__pycache__,10,9,9,64080,2026-07-27T22:35:57+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fftpack/tests,10,10,16,766594,2026-07-27T22:35:57+00:00,.py:6; .pyc:6; .npz:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/fftpack/tests/__pycache__,11,6,6,129794,2026-07-27T22:35:57+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate,9,21,88,3334256,2026-07-27T22:35:57+00:00,.py:41; .pyc:41; .so:5; [senza_estensione]:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/__pycache__,10,15,15,527207,2026-07-27T22:35:57+00:00,.pyc:15
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_ivp,10,9,24,415744,2026-07-27T22:35:57+00:00,.py:12; .pyc:12
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_ivp/__pycache__,11,9,9,162897,2026-07-27T22:35:57+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_ivp/tests,11,3,6,117117,2026-07-27T22:35:57+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_ivp/tests/__pycache__,12,3,3,72830,2026-07-27T22:35:57+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_rules,10,5,10,75446,2026-07-27T22:35:57+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/_rules/__pycache__,11,5,5,39677,2026-07-27T22:35:57+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/tests,10,9,18,531779,2026-07-27T22:35:57+00:00,.py:9; .pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/integrate/tests/__pycache__,11,9,9,329279,2026-07-27T22:35:57+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/interpolate,9,34,92,4067781,2026-07-27T22:35:58+00:00,.py:41; .pyc:41; .so:7; .npz:2; .npy:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/interpolate/__pycache__,10,27,27,677440,2026-07-27T22:35:57+00:00,.pyc:27
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/interpolate/tests,10,14,31,1361340,2026-07-27T22:35:58+00:00,.py:14; .pyc:14; .npz:2; .npy:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/interpolate/tests/__pycache__,11,14,14,819843,2026-07-27T22:35:58+00:00,.pyc:14
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/interpolate/tests/data,11,3,3,41466,2026-07-27T22:35:56+00:00,.npz:2; .npy:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io,9,10,326,6313246,2026-07-27T22:35:58+00:00,.mat:110; .py:54; .pyc:54; .sav:47; .wav:22; .arff:16; .dat:14; .so:4; .nc:3; .txt:1; .ani:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/__pycache__,10,10,10,164222,2026-07-27T22:35:58+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_fast_matrix_market,10,2,3,4135224,2026-07-27T22:35:58+00:00,.py:1; .pyc:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_fast_matrix_market/__pycache__,11,1,1,19986,2026-07-27T22:35:58+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_harwell_boeing,10,3,12,82542,2026-07-27T22:35:58+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_harwell_boeing/__pycache__,11,3,3,38871,2026-07-27T22:35:58+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_harwell_boeing/tests,11,3,6,15109,2026-07-27T22:35:58+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/_harwell_boeing/tests/__pycache__,12,3,3,10210,2026-07-27T22:35:58+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/arff,10,3,26,306088,2026-07-27T22:35:58+00:00,.arff:16; .py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/arff/__pycache__,11,3,3,33948,2026-07-27T22:35:58+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/arff/tests,11,2,20,244617,2026-07-27T22:35:58+00:00,.arff:16; .py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/arff/tests/__pycache__,12,2,2,21200,2026-07-27T22:35:58+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/arff/tests/data,12,16,16,210323,2026-07-27T22:35:56+00:00,.arff:16
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/matlab,10,19,164,871732,2026-07-27T22:35:58+00:00,.mat:110; .py:25; .pyc:25; .so:3; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/matlab/__pycache__,11,16,16,115882,2026-07-27T22:35:58+00:00,.pyc:16
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/matlab/tests,11,9,129,234722,2026-07-27T22:35:58+00:00,.mat:110; .py:9; .pyc:9; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/matlab/tests/__pycache__,12,9,9,97746,2026-07-27T22:35:58+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/matlab/tests/data,12,111,111,70423,2026-07-27T22:35:56+00:00,.mat:110; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/tests,10,7,101,608226,2026-07-27T22:35:58+00:00,.sav:47; .wav:22; .dat:14; .py:7; .pyc:7; .nc:3; .ani:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/tests/__pycache__,11,7,7,171537,2026-07-27T22:35:58+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/io/tests/data,11,87,87,333766,2026-07-27T22:35:56+00:00,.sav:47; .wav:22; .dat:14; .nc:3; .ani:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg,9,60,153,11783191,2026-07-27T22:35:58+00:00,.py:60; .pyc:60; .so:14; .npz:6; .pxd:4; .pyi:3; .pyx:3; .h:2; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg/__pycache__,10,35,35,571022,2026-07-27T22:35:58+00:00,.pyc:35
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg/tests,10,25,58,2056112,2026-07-27T22:35:58+00:00,.py:25; .pyc:25; .npz:6; .pyx:1; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg/tests/__pycache__,11,25,25,1068950,2026-07-27T22:35:58+00:00,.pyc:25
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg/tests/_cython_examples,11,2,2,1733,2026-07-27T22:35:56+00:00,.pyx:1; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/linalg/tests/data,11,6,6,279272,2026-07-27T22:35:56+00:00,.npz:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/misc,9,3,6,1614,2026-07-27T22:35:58+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/misc/__pycache__,10,3,3,1195,2026-07-27T22:35:58+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/ndimage,9,21,61,2171383,2026-07-27T22:35:58+00:00,.py:26; .pyc:26; .so:5; .txt:3; .png:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/ndimage/__pycache__,10,16,16,348624,2026-07-27T22:35:58+00:00,.pyc:16
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/ndimage/tests,10,11,24,945974,2026-07-27T22:35:58+00:00,.py:10; .pyc:10; .txt:3; .png:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/ndimage/tests/__pycache__,11,10,10,522568,2026-07-27T22:35:58+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/ndimage/tests/data,11,3,3,4855,2026-07-27T22:35:56+00:00,.txt:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/odr,9,7,17,823285,2026-07-27T22:35:58+00:00,.py:8; .pyc:8; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/odr/__pycache__,10,6,6,75001,2026-07-27T22:35:58+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/odr/tests,10,2,4,55292,2026-07-27T22:35:58+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/odr/tests/__pycache__,11,2,2,32814,2026-07-27T22:35:58+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize,9,70,283,15361943,2026-07-27T22:35:59+00:00,.py:131; .pyc:131; .so:15; .pxd:4; .pyx:1; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/__pycache__,10,58,58,1475443,2026-07-27T22:35:59+00:00,.pyc:58
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_highspy,10,4,6,7166728,2026-07-27T22:35:58+00:00,.py:2; .pyc:2; .so:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_highspy/__pycache__,11,2,2,11866,2026-07-27T22:35:58+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_lsq,10,9,17,323809,2026-07-27T22:35:58+00:00,.py:8; .pyc:8; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_lsq/__pycache__,11,8,8,135258,2026-07-27T22:35:58+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_shgo_lib,10,3,6,132524,2026-07-27T22:35:58+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/__pycache__,11,3,3,68265,2026-07-27T22:35:58+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trlib,10,2,3,222017,2026-07-27T22:35:58+00:00,.py:1; .pyc:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trlib/__pycache__,11,1,1,812,2026-07-27T22:35:58+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr,10,8,28,319735,2026-07-27T22:35:58+00:00,.py:14; .pyc:14
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/__pycache__,11,8,8,111230,2026-07-27T22:35:58+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/tests,11,6,12,107748,2026-07-27T22:35:58+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/tests/__pycache__,12,6,6,59048,2026-07-27T22:35:58+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/cython_optimize,10,4,5,117588,2026-07-27T22:35:58+00:00,.pxd:2; .py:1; .pyc:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/cython_optimize/__pycache__,11,1,1,5128,2026-07-27T22:35:58+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/tests,10,44,90,2461698,2026-07-27T22:35:59+00:00,.py:44; .pyc:44; .pyx:1; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/tests/__pycache__,11,44,44,1461893,2026-07-27T22:35:59+00:00,.pyc:44
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/optimize/tests/_cython_examples,11,2,2,2017,2026-07-27T22:35:56+00:00,.pyx:1; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal,9,38,121,5084699,2026-07-27T22:35:59+00:00,.py:57; .pyc:57; .so:6; .pyi:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal/__pycache__,10,31,31,1122749,2026-07-27T22:35:59+00:00,.pyc:31
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal/tests,10,23,46,2052223,2026-07-27T22:35:59+00:00,.py:23; .pyc:23
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal/tests/__pycache__,11,23,23,1173105,2026-07-27T22:35:59+00:00,.pyc:23
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal/windows,10,3,6,204727,2026-07-27T22:35:59+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/signal/windows/__pycache__,11,3,3,106729,2026-07-27T22:35:59+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse,9,35,263,13501848,2026-07-27T22:35:59+00:00,.py:124; .pyc:124; .so:12; .npz:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/__pycache__,10,33,33,604309,2026-07-27T22:35:59+00:00,.pyc:33
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/csgraph,10,10,35,1862902,2026-07-27T22:35:59+00:00,.py:14; .pyc:14; .so:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/csgraph/__pycache__,11,3,3,31991,2026-07-27T22:35:59+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/csgraph/tests,11,11,22,171599,2026-07-27T22:35:59+00:00,.py:11; .pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/csgraph/tests/__pycache__,12,11,11,100104,2026-07-27T22:35:59+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg,10,15,122,4354097,2026-07-27T22:35:59+00:00,.py:59; .pyc:59; .so:3; .npz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__,11,14,14,219558,2026-07-27T22:35:59+00:00,.pyc:14
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_dsolve,11,4,11,1012434,2026-07-27T22:35:59+00:00,.py:5; .pyc:5; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_dsolve/__pycache__,12,3,3,43313,2026-07-27T22:35:59+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_dsolve/tests,12,2,4,96282,2026-07-27T22:35:59+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_dsolve/tests/__pycache__,13,2,2,61638,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen,11,3,27,1126664,2026-07-27T22:35:59+00:00,.py:13; .pyc:13; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/__pycache__,12,3,3,36855,2026-07-27T22:35:59+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack,12,3,9,810600,2026-07-27T22:35:59+00:00,.py:4; .pyc:4; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/__pycache__,13,2,2,71361,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/tests,13,2,4,59254,2026-07-27T22:35:59+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/tests/__pycache__,14,2,2,34588,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/lobpcg,12,2,8,153019,2026-07-27T22:35:59+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/lobpcg/__pycache__,13,2,2,40009,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/lobpcg/tests,13,2,4,70653,2026-07-27T22:35:59+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/lobpcg/tests/__pycache__,14,2,2,43106,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/tests,12,2,4,90524,2026-07-27T22:35:59+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/tests/__pycache__,13,2,2,53908,2026-07-27T22:35:59+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve,11,9,34,376469,2026-07-27T22:35:59+00:00,.py:17; .pyc:17
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__,12,9,9,120292,2026-07-27T22:35:59+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests,12,8,16,140524,2026-07-27T22:35:59+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__,13,8,8,87675,2026-07-27T22:35:59+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/tests,11,11,21,895222,2026-07-27T22:35:59+00:00,.py:10; .pyc:10; .npz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/linalg/tests/__pycache__,12,10,10,185839,2026-07-27T22:35:59+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/tests,10,18,38,1222292,2026-07-27T22:35:59+00:00,.py:18; .pyc:18; .npz:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__,11,18,18,762483,2026-07-27T22:35:59+00:00,.pyc:18
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/sparse/tests/data,11,2,2,1697,2026-07-27T22:35:56+00:00,.npz:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/spatial,9,19,107,7325426,2026-07-27T22:35:59+00:00,.py:32; .pyc:32; .txt:31; .so:8; .pyi:3; .npz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/scipy/spatial/__pycache__,10,10,10,186970,2026-07-27T22:35:59+00:00,.pyc:10
