sottocartella,profondita,file_diretti,file_ricorsivi,byte_ricorsivi,ultimo_mtime_utc,estensioni_principali_ricorsive
NASTRAN/REALASED_MODEL/MAIN/.venv_x56,4,1,8461,364614466,2026-07-27T22:36:04+00:00,.py:3525; .pyc:3525; .pyi:287; .so:154; .mat:110; .png:109; [senza_estensione]:108; .txt:61; .afm:61; .f90:49; .sav:47; .ttf:40
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/bin,5,21,21,19138,2026-07-27T22:36:03+00:00,[senza_estensione]:17; .ps1:1; .csh:1; .fish:1; .12:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/include,5,0,0,0,,
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/include/python3.12,6,0,0,0,,
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib,5,0,8438,364589754,2026-07-27T22:36:04+00:00,.py:3525; .pyc:3525; .pyi:287; .so:154; .mat:110; .png:109; [senza_estensione]:91; .txt:61; .afm:61; .f90:49; .sav:47; .ttf:40
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12,6,0,8438,364589754,2026-07-27T22:36:04+00:00,.py:3525; .pyc:3525; .pyi:287; .so:154; .mat:110; .png:109; [senza_estensione]:91; .txt:61; .afm:61; .f90:49; .sav:47; .ttf:40
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages,7,2,8438,364589754,2026-07-27T22:36:04+00:00,.py:3525; .pyc:3525; .pyi:287; .so:154; .mat:110; .png:109; [senza_estensione]:91; .txt:61; .afm:61; .f90:49; .sav:47; .ttf:40
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/PIL,8,114,211,6870483,2026-07-27T22:35:53+00:00,.py:97; .pyc:97; .so:8; .pyi:8; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/PIL/__pycache__,9,97,97,1385252,2026-07-27T22:35:53+00:00,.pyc:97
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/__pycache__,8,2,2,41758,2026-07-27T22:36:02+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama,8,6,26,148859,2026-07-27T22:35:56+00:00,.py:13; .pyc:13
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama/__pycache__,9,6,6,41705,2026-07-27T22:35:56+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama/tests,9,7,14,76598,2026-07-27T22:35:56+00:00,.py:7; .pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama/tests/__pycache__,10,7,7,49611,2026-07-27T22:35:56+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama-0.4.6.dist-info,8,4,5,20932,2026-07-27T22:35:56+00:00,[senza_estensione]:4; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/colorama-0.4.6.dist-info/licenses,9,1,1,1491,2026-07-27T22:35:56+00:00,.txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/contourpy,8,12,37,1228356,2026-07-27T22:36:01+00:00,.py:17; .pyc:17; .so:1; .pyi:1; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/contourpy/__pycache__,9,9,9,78695,2026-07-27T22:36:01+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/contourpy/util,9,8,16,117391,2026-07-27T22:36:01+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/contourpy/util/__pycache__,10,8,8,67538,2026-07-27T22:36:01+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/contourpy-1.3.3.dist-info,8,5,5,10083,2026-07-27T22:36:01+00:00,[senza_estensione]:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cpylog,8,8,16,86061,2026-07-27T22:35:56+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cpylog/__pycache__,9,8,8,46909,2026-07-27T22:35:56+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cpylog-1.6.0.dist-info,8,5,6,4138,2026-07-27T22:35:56+00:00,[senza_estensione]:4; .txt:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cpylog-1.6.0.dist-info/licenses,9,1,1,1509,2026-07-27T22:35:56+00:00,.txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cycler,8,2,3,39688,2026-07-27T22:35:56+00:00,.py:1; .pyc:1; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cycler/__pycache__,9,1,1,22979,2026-07-27T22:35:56+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/cycler-0.12.1.dist-info,8,6,6,6051,2026-07-27T22:35:56+00:00,[senza_estensione]:5; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil,8,8,37,729301,2026-07-27T22:36:01+00:00,.py:18; .pyc:18; .gz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/__pycache__,9,8,8,106738,2026-07-27T22:36:01+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/parser,9,3,6,153945,2026-07-27T22:36:01+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/parser/__pycache__,10,3,3,80150,2026-07-27T22:36:01+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/tz,9,5,10,194625,2026-07-27T22:36:01+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/tz/__pycache__,10,5,5,102845,2026-07-27T22:36:01+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/zoneinfo,9,3,5,176113,2026-07-27T22:36:01+00:00,.py:2; .pyc:2; .gz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/dateutil/zoneinfo/__pycache__,10,2,2,11432,2026-07-27T22:36:01+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/docopt,8,3,5,80653,2026-07-27T22:35:56+00:00,.py:2; .pyc:2; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/docopt/__pycache__,9,2,2,46298,2026-07-27T22:35:56+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/docopt_ng-0.9.0.dist-info,8,4,5,15776,2026-07-27T22:35:56+00:00,[senza_estensione]:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/docopt_ng-0.9.0.dist-info/licenses,9,1,1,1086,2026-07-27T22:35:56+00:00,[senza_estensione]:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools,8,10,688,26014639,2026-07-27T22:35:56+00:00,.py:337; .pyc:337; .c:6; .so:6; .typed:1; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/__pycache__,9,10,10,212313,2026-07-27T22:35:56+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/cffLib,9,6,12,387383,2026-07-27T22:35:55+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/cffLib/__pycache__,10,6,6,205035,2026-07-27T22:35:55+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/colorLib,9,6,12,89372,2026-07-27T22:35:55+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/colorLib/__pycache__,10,6,6,50491,2026-07-27T22:35:55+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/config,9,1,2,6901,2026-07-27T22:35:55+00:00,.py:1; .pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/config/__pycache__,10,1,1,3747,2026-07-27T22:35:55+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/cu2qu,9,9,16,1827435,2026-07-27T22:35:55+00:00,.py:7; .pyc:7; .c:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/cu2qu/__pycache__,10,7,7,56256,2026-07-27T22:35:55+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/designspaceLib,9,5,10,330458,2026-07-27T22:35:55+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/designspaceLib/__pycache__,10,5,5,166191,2026-07-27T22:35:55+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/diff,9,5,10,54276,2026-07-27T22:35:55+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/diff/__pycache__,10,5,5,29186,2026-07-27T22:35:55+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/encodings,9,4,8,22149,2026-07-27T22:35:55+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/encodings/__pycache__,10,4,4,10196,2026-07-27T22:35:55+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/feaLib,9,12,22,2766153,2026-07-27T22:35:55+00:00,.py:10; .pyc:10; .c:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/feaLib/__pycache__,10,10,10,355142,2026-07-27T22:35:55+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/merge,9,9,18,126552,2026-07-27T22:35:55+00:00,.py:9; .pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/merge/__pycache__,10,9,9,71900,2026-07-27T22:35:55+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc,9,39,103,7483119,2026-07-27T22:35:55+00:00,.py:50; .pyc:50; .c:1; .so:1; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc/__pycache__,10,37,37,421834,2026-07-27T22:35:55+00:00,.pyc:37
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc/filesystem,10,12,24,85951,2026-07-27T22:35:55+00:00,.py:12; .pyc:12
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__,11,12,12,55553,2026-07-27T22:35:55+00:00,.pyc:12
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc/plistlib,10,2,3,47801,2026-07-27T22:35:55+00:00,.py:1; .pyc:1; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/misc/plistlib/__pycache__,11,1,1,26688,2026-07-27T22:35:55+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/mtiLib,9,2,4,119693,2026-07-27T22:35:55+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/mtiLib/__pycache__,10,2,2,72997,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/otlLib,9,4,14,333896,2026-07-27T22:35:55+00:00,.py:7; .pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/otlLib/__pycache__,10,4,4,160198,2026-07-27T22:35:55+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/otlLib/optimize,10,3,6,40614,2026-07-27T22:35:55+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/otlLib/optimize/__pycache__,11,3,3,21312,2026-07-27T22:35:55+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/pens,9,31,60,2029705,2026-07-27T22:35:55+00:00,.py:29; .pyc:29; .c:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/pens/__pycache__,10,29,29,269733,2026-07-27T22:35:55+00:00,.pyc:29
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/qu2cu,9,7,12,2108621,2026-07-27T22:35:55+00:00,.py:5; .pyc:5; .c:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/qu2cu/__pycache__,10,5,5,24694,2026-07-27T22:35:55+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/subset,9,5,10,383553,2026-07-27T22:35:55+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/subset/__pycache__,10,5,5,223999,2026-07-27T22:35:55+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/svgLib,9,1,10,54493,2026-07-27T22:35:55+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/svgLib/__pycache__,10,1,1,310,2026-07-27T22:35:55+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/svgLib/path,10,4,8,54108,2026-07-27T22:35:55+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/svgLib/path/__pycache__,11,4,4,30125,2026-07-27T22:35:55+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/t1Lib,9,1,2,47577,2026-07-27T22:35:55+00:00,.py:1; .pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/t1Lib/__pycache__,10,1,1,26712,2026-07-27T22:35:55+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ttLib,9,13,225,2769630,2026-07-27T22:35:56+00:00,.py:112; .pyc:112; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ttLib/__pycache__,10,13,13,277630,2026-07-27T22:35:56+00:00,.pyc:13
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ttLib/tables,10,100,199,2271468,2026-07-27T22:35:56+00:00,.py:99; .pyc:99; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__,11,99,99,1189288,2026-07-27T22:35:56+00:00,.pyc:99
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ufoLib,9,11,22,492552,2026-07-27T22:35:56+00:00,.py:11; .pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/ufoLib/__pycache__,10,11,11,249128,2026-07-27T22:35:56+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/unicodedata,9,6,12,277371,2026-07-27T22:35:56+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/unicodedata/__pycache__,10,6,6,64914,2026-07-27T22:35:56+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib,9,25,70,3689078,2026-07-27T22:35:56+00:00,.py:34; .pyc:34; .c:1; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib/__pycache__,10,23,23,481991,2026-07-27T22:35:56+00:00,.pyc:23
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib/avar,10,6,12,98333,2026-07-27T22:35:56+00:00,.py:6; .pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib/avar/__pycache__,11,6,6,53121,2026-07-27T22:35:56+00:00,.pyc:6
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib/instancer,10,5,10,222859,2026-07-27T22:35:56+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/varLib/instancer/__pycache__,11,5,5,114270,2026-07-27T22:35:56+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/voltLib,9,7,14,205698,2026-07-27T22:35:56+00:00,.py:7; .pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fontTools/voltLib/__pycache__,10,7,7,120611,2026-07-27T22:35:56+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fonttools-4.63.0.dist-info,8,6,8,192335,2026-07-27T22:35:56+00:00,[senza_estensione]:5; .txt:2; .external:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/fonttools-4.63.0.dist-info/licenses,9,2,2,21094,2026-07-27T22:35:55+00:00,[senza_estensione]:1; .external:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/kiwisolver,8,5,7,5753205,2026-07-27T22:35:55+00:00,.py:2; .pyc:2; .so:1; .pyi:1; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/kiwisolver/__pycache__,9,2,2,2741,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/kiwisolver-1.5.0.dist-info,8,5,6,9590,2026-07-27T22:35:55+00:00,[senza_estensione]:5; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/kiwisolver-1.5.0.dist-info/licenses,9,1,1,3289,2026-07-27T22:35:55+00:00,[senza_estensione]:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib,8,142,804,34218307,2026-07-27T22:36:02+00:00,.py:248; .pyc:248; .pyi:85; .afm:61; .ttf:40; .mplstyle:31; .png:23; .svg:19; .pdf:11; .so:8; .css:5; .html:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/__pycache__,9,77,77,4260218,2026-07-27T22:36:02+00:00,.pyc:77
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/_api,9,4,6,88501,2026-07-27T22:36:01+00:00,.py:2; .pyi:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/_api/__pycache__,10,2,2,45838,2026-07-27T22:36:01+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/axes,9,8,12,1245176,2026-07-27T22:36:01+00:00,.py:4; .pyi:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/axes/__pycache__,10,4,4,613738,2026-07-27T22:36:01+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends,9,40,91,2674727,2026-07-27T22:36:01+00:00,.py:38; .pyc:38; .css:4; .pyi:3; .html:3; .js:3; .so:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/__pycache__,10,35,35,822332,2026-07-27T22:36:01+00:00,.pyc:35
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/qt_editor,10,3,6,75846,2026-07-27T22:36:01+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/qt_editor/__pycache__,11,3,3,45038,2026-07-27T22:36:01+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/web_backend,10,3,10,46430,2026-07-27T22:36:01+00:00,.css:4; .html:3; .js:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/web_backend/css,11,4,4,7000,2026-07-27T22:36:01+00:00,.css:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/backends/web_backend/js,11,3,3,35009,2026-07-27T22:36:01+00:00,.js:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data,9,2,204,9647777,2026-07-27T22:36:01+00:00,.afm:61; .ttf:40; .mplstyle:31; .png:23; .svg:19; .pdf:11; [senza_estensione]:3; .csv:3; .npz:3; .txt:2; .dat:2; .lua:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/fonts,10,0,104,8884861,2026-07-27T22:36:01+00:00,.afm:61; .ttf:40; [senza_estensione]:2; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/afm,11,47,47,744655,2026-07-27T22:36:01+00:00,.afm:47
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/pdfcorefonts,11,15,15,619602,2026-07-27T22:36:01+00:00,.afm:14; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf,11,42,42,7520604,2026-07-27T22:36:01+00:00,.ttf:40; [senza_estensione]:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/images,10,51,51,156653,2026-07-27T22:36:01+00:00,.png:21; .svg:19; .pdf:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/plot_directive,10,1,1,318,2026-07-27T22:36:01+00:00,.css:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/sample_data,10,14,15,521639,2026-07-27T22:36:01+00:00,.csv:3; .npz:3; .png:2; .dat:2; .txt:1; .npy:1; .xrc:1; .jpg:1; .gz:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/sample_data/axes_grid,11,1,1,1880,2026-07-27T22:36:01+00:00,.npy:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/mpl-data/stylelib,10,31,31,38799,2026-07-27T22:36:01+00:00,.mplstyle:31
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/projections,9,6,9,197484,2026-07-27T22:36:01+00:00,.py:3; .pyi:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/projections/__pycache__,10,3,3,109193,2026-07-27T22:36:01+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/sphinxext,9,5,10,128306,2026-07-27T22:36:02+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/sphinxext/__pycache__,10,5,5,69926,2026-07-27T22:36:02+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/style,9,4,6,22783,2026-07-27T22:36:02+00:00,.py:2; .pyi:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/style/__pycache__,10,2,2,11846,2026-07-27T22:36:02+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/testing,9,12,35,211658,2026-07-27T22:36:02+00:00,.py:15; .pyc:15; .pyi:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/testing/__pycache__,10,7,7,78750,2026-07-27T22:36:02+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/testing/jpl_units,10,8,16,65732,2026-07-27T22:36:02+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/testing/jpl_units/__pycache__,11,8,8,37801,2026-07-27T22:36:02+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/tests,9,93,186,5355650,2026-07-27T22:36:02+00:00,.py:93; .pyc:93
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/tests/__pycache__,10,93,93,3289345,2026-07-27T22:36:02+00:00,.pyc:93
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/tri,9,17,26,263579,2026-07-27T22:36:02+00:00,.py:9; .pyc:9; .pyi:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib/tri/__pycache__,10,9,9,135808,2026-07-27T22:36:02+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/matplotlib-3.11.1.dist-info,8,5,5,218167,2026-07-27T22:36:02+00:00,[senza_estensione]:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits,8,0,80,1594068,2026-07-27T22:36:02+00:00,.py:40; .pyc:40
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axes_grid1,9,9,24,329961,2026-07-27T22:36:02+00:00,.py:12; .pyc:12
