velocity_mps,density_kg_m3,dynamic_pressure_pa,mean_vrel_mps,completed,trim_valid,identification_valid,rigid_identification_valid,safety_triggered,max_altitude_error_m,max_lateral_drift_m,max_pitch_deg,max_roll_deg,max_yaw_deg,max_surface_deg,saturation_fraction,trim_mean_fx_n,trim_mean_fy_n,trim_mean_fz_n,trim_mean_mx_nm,trim_mean_my_nm,trim_mean_mz_nm,trim_mean_rx_n,short_period_frequency_hz,short_period_sigma_per_s,short_period_damping_ratio,short_period_frequency_ci_low,short_period_frequency_ci_high,short_period_sigma_ci_low,short_period_sigma_ci_high,short_period_reliable,bff_frequency_hz,bff_sigma_per_s,bff_damping_ratio,bff_frequency_ci_low,bff_frequency_ci_high,bff_sigma_ci_low,bff_sigma_ci_high,bff_reliable,sas_amplitude_at_nastran_deg,sas_phase_to_q1_deg,sas_to_q1_deg_per_modal_unit,sas_q1_coherence_at_nastran,notch_attenuation_db,bff_classification,rigid_classification,classification
60.8421,1.039663910516137,1924.293727359012,60.84210034437651,True,True,True,False,False,0.20067573300674527,3.877453913503359e-18,0.4475313425586834,0.08920718053555812,0.002951609070835518,0.926673065988769,0.0,123.98269705445344,-5.109002104170053,-2.7452221532324526,-0.05112223861755615,-0.007888101516346443,0.0025376542596209388,123.98283993546148,0.12203677401027398,-0.2662380566858609,0.3280063206911008,0.10520759551298371,0.2505402734343539,-0.27462481035798597,0.027987618142567464,False,1.5832567689614097,-0.2795307242716842,0.028088396062133023,1.5832509520003202,1.5843434897408466,-0.29232131946883233,-0.28524091570012877,True,0.00046852562945578233,146.63274111214136,13.966685499090454,0.99949914539416,-63.24145049915086,BFF stable,rigid longitudinal insufficient evidence,inconclusive: rigid longitudinal insufficient evidence; BFF stable
