$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$  GRID IDS
$
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$ UPDATE 8-28-2010
$ ----------------
$ Corrected Coordinate system for the following nodes
$ LHS:  60000,60005,60010,60015,60020,60025,60030,60035
$ RHS:  60500,60505,60510,60515,60520,60525,60530,60535
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ADD NID 5000 --> Air Data Boom Mass Center
$ ADD NID's 5001, 5002 for Air Data Boom Attachments
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ---Changes to match 046F0110 Drawing---
$ Removed nodes upon removal of selected elements to create access
$ openings.
$
$ RELEASE 04 UPDATE 11-3-2010
$ ---------------------------
$ Changes made to incorporate the moving of the control surface actuators
$ to the lower surface.
$
$ Updated coordinates of MLG
$-----------------------------------------------------------------------
$ 
$ FLUTTER UPDATES
$ ---------------
$ Commented out Stress Air Boom GRIDS
$ Added Change Key for coordinates changed above
$
$ RELEASE 07 UPDATE 4-4-2011
$ ---------------------------
$ Moved winglet grids into separate dataset MAD_L108_GRIDS_WINGLET_R007_001
$ Rest of grids are now in MAD_L108_GRIDS_R007_001
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$ WING FLAP #1 GRIDS
$.......2.......3.......4.......5.......6.......7.......8.......9.......
$
GRID    51531   0       177.704 78.325  104.721 0
GRID    51532   0       178.285 79.763  104.721 0
GRID    51533   0       178.866 81.200  104.721 0
GRID    51534   0       168.357 55.327  103.516 0
GRID    51535   0       168.939 56.764  103.539 0
GRID    51536   0       169.520 58.201  103.556 0
GRID    51537   0       169.801 58.896  103.563 0
GRID    51538   0       170.082 59.591  103.569 0
GRID    51539   0       170.832 61.446  103.579 0
GRID    51540   0       171.728 63.661  103.584 0
GRID    51541   0       172.623 65.876  103.585 0
GRID    51542   0       173.518 68.091  103.585 0
GRID    51543   0       174.413 70.306  103.585 0
GRID    51544   0       175.309 72.522  103.585 0
GRID    51545   0       176.204 74.737  103.585 0
GRID    51546   0       177.099 76.952  103.585 0
GRID    51547   0       177.380 77.647  103.585 0
GRID    51548   0       177.661 78.343  103.585 0
GRID    51549   0       178.242 79.780  103.585 0
GRID    51550   0       178.823 81.217  103.585 0
GRID    51551   0       167.892 55.515  103.482 0
GRID    51552   0       168.473 56.952  103.505 0
GRID    51553   0       169.055 58.389  103.522 0
GRID    51554   0       169.336 59.084  103.528 0
GRID    51555   0       169.617 59.779  103.533 0
GRID    51556   0       170.367 61.634  103.543 0
GRID    51557   0       171.262 63.849  103.547 0
GRID    51558   0       172.158 66.064  103.548 0
GRID    51559   0       173.053 68.279  103.548 0
GRID    51560   0       173.948 70.494  103.548 0
GRID    51561   0       174.843 72.710  103.548 0
GRID    51562   0       175.738 74.925  103.548 0
GRID    51563   0       176.634 77.140  103.548 0
GRID    51564   0       176.915 77.835  103.548 0
GRID    51565   0       177.196 78.531  103.548 0
GRID    51566   0       177.776 79.968  103.548 0
GRID    51567   0       178.357 81.405  103.548 0
GRID    51600   0       170.068 54.636  104.403 0
GRID    51601   0       170.650 56.073  104.429 0
GRID    51602   0       171.231 57.509  104.449 0
GRID    51603   0       171.513 58.205  104.457 0
GRID    51604   0       171.794 58.900  104.463 0
GRID    51605   0       172.544 60.754  104.476 0
GRID    51606   0       173.439 62.969  104.483 0
GRID    51607   0       174.334 65.184  104.485 0
GRID    51608   0       175.230 67.400  104.485 0
GRID    51609   0       176.125 69.615  104.485 0
GRID    51610   0       177.020 71.830  104.485 0
GRID    51611   0       177.915 74.045  104.485 0
GRID    51612   0       178.811 76.261  104.485 0
GRID    51613   0       179.092 76.956  104.485 0
GRID    51614   0       179.373 77.651  104.485 0
GRID    51615   0       179.953 79.088  104.485 0
GRID    51616   0       180.534 80.525  104.485 0
GRID    51617   0       171.737 53.961  104.193 0
GRID    51618   0       172.319 55.398  104.221 0
GRID    51619   0       172.901 56.835  104.244 0
GRID    51620   0       173.182 57.530  104.253 0
GRID    51621   0       173.464 58.225  104.261 0
GRID    51622   0       174.214 60.079  104.276 0
GRID    51623   0       175.109 62.294  104.286 0
GRID    51624   0       176.004 64.510  104.289 0
GRID    51625   0       176.900 66.725  104.289 0
GRID    51626   0       177.795 68.940  104.289 0
GRID    51627   0       178.690 71.155  104.289 0
GRID    51628   0       179.585 73.371  104.289 0
GRID    51629   0       180.481 75.586  104.289 0
GRID    51630   0       180.762 76.281  104.289 0
GRID    51631   0       181.043 76.977  104.289 0
GRID    51632   0       181.623 78.414  104.289 0
GRID    51633   0       182.204 79.851  104.289 0
GRID    51634   0       173.410 53.286  104.053 0
GRID    51635   0       173.991 54.721  104.084 0
GRID    51636   0       174.573 56.159  104.110 0
GRID    51637   0       174.855 56.854  104.120 0
GRID    51638   0       175.136 57.550  104.129 0
GRID    51639   0       175.886 59.404  104.147 0
GRID    51640   0       176.782 61.619  104.159 0
GRID    51641   0       177.677 63.834  104.164 0
GRID    51642   0       178.572 66.049  104.165 0
GRID    51643   0       179.468 68.264  104.165 0
GRID    51644   0       180.363 70.480  104.165 0
GRID    51645   0       181.258 72.695  104.165 0
GRID    51646   0       182.153 74.910  104.165 0
GRID    51647   0       182.434 75.605  104.165 0
GRID    51648   0       182.715 76.301  104.165 0
GRID    51649   0       183.296 77.738  104.165 0
GRID    51650   0       183.877 79.175  104.165 0
GRID    51651   0       171.724 53.967  103.829 0
GRID    51652   0       172.306 55.404  103.858 0
GRID    51653   0       172.887 56.840  103.880 0
GRID    51654   0       173.169 57.536  103.890 0
GRID    51655   0       173.450 58.231  103.897 0
GRID    51656   0       174.200 60.085  103.913 0
GRID    51657   0       175.095 62.300  103.922 0
GRID    51658   0       175.991 64.515  103.926 0
GRID    51659   0       176.886 66.730  103.926 0
GRID    51660   0       177.781 68.946  103.926 0
GRID    51661   0       178.676 71.161  103.926 0
GRID    51662   0       179.572 73.376  103.926 0
GRID    51663   0       180.467 75.591  103.926 0
GRID    51664   0       180.748 76.287  103.926 0
GRID    51665   0       181.029 76.982  103.926 0
GRID    51666   0       181.610 78.419  103.926 0
GRID    51667   0       182.190 79.856  103.926 0
GRID    51668   0       170.040 54.647  103.660 0
GRID    51669   0       170.622 56.084  103.686 0
GRID    51670   0       171.203 57.521  103.706 0
GRID    51671   0       171.484 58.216  103.714 0
GRID    51672   0       171.766 58.911  103.721 0
GRID    51673   0       172.516 60.765  103.733 0
GRID    51674   0       173.411 62.981  103.741 0
GRID    51675   0       174.306 65.196  103.742 0
GRID    51676   0       175.202 67.411  103.743 0
GRID    51677   0       176.097 69.626  103.743 0
GRID    51678   0       176.992 71.841  103.743 0
GRID    51679   0       177.887 74.057  103.743 0
GRID    51680   0       178.782 76.272  103.743 0
GRID    51681   0       179.063 76.967  103.743 0
GRID    51682   0       179.344 77.663  103.743 0
GRID    51683   0       179.925 79.100  103.743 0
GRID    51684   0       180.506 80.537  103.743 0
GRID    51700   0       167.377 55.723  104.458 0
GRID    51701   0       167.950 57.163  104.466 0
GRID    51702   0       168.526 58.602  104.473 0
GRID    51703   0       169.086 59.994  104.478 0
GRID    51704   0       169.833 61.849  104.484 0
GRID    51705   0       170.729 64.064  104.489 0
GRID    51706   0       171.626 66.279  104.493 0
GRID    51707   0       172.523 68.493  104.497 0
GRID    51708   0       173.420 70.708  104.501 0
GRID    51709   0       174.318 72.922  104.505 0
GRID    51710   0       175.215 75.136  104.509 0
GRID    51711   0       176.112 77.351  104.513 0
GRID    51712   0       176.675 78.741  104.516 0
GRID    51713   0       177.258 80.178  104.518 0
GRID    51714   0       177.840 81.614  104.521 0
GRID    51715   0       167.351 55.734  103.797 0
GRID    51716   0       167.940 57.168  103.804 0
GRID    51717   0       168.526 58.603  103.810 0
GRID    51718   0       169.091 59.992  103.815 0
GRID    51719   0       169.842 61.845  103.821 0
GRID    51720   0       170.737 64.061  103.826 0
GRID    51721   0       171.630 66.277  103.830 0
GRID    51722   0       172.522 68.493  103.834 0
GRID    51723   0       173.415 70.710  103.838 0
GRID    51724   0       174.308 72.926  103.841 0
GRID    51725   0       175.201 75.142  103.845 0
GRID    51726   0       176.094 77.358  103.849 0
GRID    51727   0       176.654 78.750  103.852 0
GRID    51728   0       177.233 80.187  103.854 0
GRID    51729   0       177.813 81.625  103.857 0
$
GRID    51960   0       169.295 59.100  104.264 20
GRID    51980   0       176.872 77.853  104.264 20
$-----------------------------------------------------------------------
GRID    60504   0       170.326 61.651  101.274 35

