$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$  FUSELAGE GRID IDS
$  Extracted from /home/FLUT/MAD/V08/BULK/MAD_L108_GRIDS_R10_003.dat on
$    10/17/12
$
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$ UPDATE 8-28-2010
$ ----------------
$ Corrected Coordinate system for the following nodes
$ LHS:  60000,60005,60010,60015,60020,60025,60030,60035
$ RHS:  60500,60505,60510,60515,60520,60525,60530,60535
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ADD NID 5000 --> Air Data Boom Mass Center
$ ADD NID's 5001, 5002 for Air Data Boom Attachments
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ---Changes to match 046F0110 Drawing---
$ Removed nodes upon removal of selected elements to create access
$ openings.
$
$ RELEASE 04 UPDATE 11-3-2010
$ ---------------------------
$ Changes made to incorporate the moving of the control surface actuators
$ to the lower surface.
$
$ Updated coordinates of MLG
$-----------------------------------------------------------------------
$ 
$ FLUTTER UPDATES
$ ---------------
$ Commented out Stress Air Boom GRIDS
GRID    16054   0       138.809 14.609  106.862 0
GRID    16055   0       138.809 -14.609 96.855  0
GRID    16056   0       138.809 -14.609 99.306  0
GRID    16057   0       138.809 -14.609 101.786 0
GRID    16058   0       138.809 -14.609 104.265 0
GRID    16059   0       138.809 -14.609 106.862 0
$
GRID    16060   0       138.809 19.021  99.066  0
GRID    16061   0       138.809 19.021  100.717 0
GRID    16062   0       138.809 19.021  102.368 0
GRID    16063   0       138.809 19.021  104.018 0
GRID    16064   0       138.809 19.021  105.669 0
GRID    16065   0       138.809 -19.021 99.066  0
GRID    16066   0       138.809 -19.021 100.717 0
GRID    16067   0       138.809 -19.021 102.368 0
GRID    16068   0       138.809 -19.021 104.018 0
GRID    16069   0       138.809 -19.021 105.669 0
$
GRID    17000   0       163.170 -2.000  94.188  0
GRID    17001   0       163.170 -2.000  97.434  0
GRID    17002   0       163.170 -2.000  100.502 0
GRID    17003   0       163.170 -2.000  103.571 0
GRID    17004   0       163.170 -2.000  106.714 0
GRID    17005   0       163.170 2.000   94.188  0
GRID    17006   0       163.170 2.000   97.434  0
GRID    17007   0       163.170 2.000   100.502 0
GRID    17008   0       163.170 2.000   103.571 0
GRID    17009   0       163.170 2.000   106.714 0
GRID    17010   0       163.170 -5.000  94.392  0
GRID    17011   0       163.170 -5.000  97.638  0
GRID    17012   0       163.170 -5.000  100.588 0
GRID    17013   0       163.170 -5.000  103.538 0
GRID    17014   0       163.170 -5.000  106.590 0
GRID    17015   0       163.170 5.000   94.392  0
GRID    17016   0       163.170 5.000   97.638  0
GRID    17017   0       163.170 5.000   100.588 0
GRID    17018   0       163.170 5.000   103.538 0
GRID    17019   0       163.170 5.000   106.590 0
GRID    17020   0       163.170 -8.000  94.801  0
GRID    17021   0       163.170 -8.000  97.843  0
GRID    17022   0       163.170 -8.000  100.674 0
GRID    17023   0       163.170 -8.000  103.505 0
GRID    17024   0       163.170 -8.000  106.395 0
GRID    17025   0       163.170 8.000   94.801  0
GRID    17026   0       163.170 8.000   97.843  0
GRID    17027   0       163.170 8.000   100.674 0
GRID    17028   0       163.170 8.000   103.505 0
GRID    17029   0       163.170 8.000   106.395 0
GRID    17030   0       163.170 -12.230 95.852  0
GRID    17031   0       163.170 -11.000 98.192  0
GRID    17032   0       163.170 -11.000 100.843 0
GRID    17033   0       163.170 -11.000 103.493 0
GRID    17034   0       163.170 -11.000 106.146 0
GRID    17035   0       163.170 12.230  95.852  0
GRID    17036   0       163.170 11.000  98.192  0
GRID    17037   0       163.170 11.000  100.843 0
GRID    17038   0       163.170 11.000  103.493 0
GRID    17039   0       163.170 11.000  106.146 0
GRID    17040   0       163.170 -13.636 96.300  0
GRID    17041   0       163.170 -13.636 98.754  0
GRID    17042   0       163.170 -13.636 101.137 0
GRID    17043   0       163.170 -13.636 103.520 0
GRID    17044   0       163.170 -13.636 105.892 0
GRID    17045   0       163.170 13.636  96.300  0
GRID    17046   0       163.170 13.636  98.754  0
GRID    17047   0       163.170 13.636  101.137 0
GRID    17048   0       163.170 13.636  103.520 0
GRID    17049   0       163.170 13.636  105.892 0
$
GRID    17050   0       163.170 -14.609 96.650  0
GRID    17051   0       163.170 -14.609 98.971  0
GRID    17052   0       163.170 -14.609 101.257 0
GRID    17053   0       163.170 -14.609 103.542 0
GRID    17054   0       163.170 -14.609 105.798 0
GRID    17055   0       163.170 14.609  96.650  0
GRID    17056   0       163.170 14.609  98.971  0
GRID    17057   0       163.170 14.609  101.257 0
GRID    17058   0       163.170 14.609  103.542 0
GRID    17059   0       163.170 14.609  105.798 0
$
GRID    17060   0       163.170 -19.021 98.081  0
GRID    17061   0       163.170 -19.021 99.921  0
GRID    17062   0       163.170 -19.021 101.760 0
GRID    17063   0       163.170 -19.021 103.599 0
GRID    17064   0       163.170 -19.021 105.439 0
GRID    17065   0       163.170 19.021  98.081  0
GRID    17066   0       163.170 19.021  99.921  0
GRID    17067   0       163.170 19.021  101.760 0
GRID    17068   0       163.170 19.021  103.599 0
GRID    17069   0       163.170 19.021  105.439 0
$
GRID    18000   0       182.623 -1.854  97.244  0
GRID    18001   0       182.623 -1.854  98.638  0
GRID    18002   0       182.623 -1.854  99.870  0
GRID    18003   0       182.623 -1.854  101.102 0
GRID    18004   0       182.623 -1.854  102.382 0
GRID    18005   0       182.623 1.854   97.244  0
GRID    18006   0       182.623 1.854   98.638  0
GRID    18007   0       182.623 1.854   99.870  0
GRID    18008   0       182.623 1.854   101.102 0
GRID    18009   0       182.623 1.854   102.382 0
GRID    18010   0       181.352 -5.000  97.231  0
GRID    18011   0       181.352 -5.000  98.712  0
GRID    18012   0       181.352 -5.000  99.956  0
GRID    18013   0       181.352 -5.000  101.199 0
GRID    18014   0       181.352 -5.000  102.469 0
GRID    18015   0       181.352 5.000   97.231  0
GRID    18016   0       181.352 5.000   98.712  0
GRID    18017   0       181.352 5.000   99.956  0
GRID    18018   0       181.352 5.000   101.199 0
GRID    18019   0       181.352 5.000   102.469 0
GRID    18020   0       180.081 -8.146  97.396  0
GRID    18021   0       180.081 -8.146  98.787  0
GRID    18022   0       180.081 -8.146  100.042 0
GRID    18023   0       180.081 -8.146  101.296 0
GRID    18024   0       180.081 -8.146  102.557 0
GRID    18025   0       180.081 8.146   97.396  0
GRID    18026   0       180.081 8.146   98.787  0
GRID    18027   0       180.081 8.146   100.042 0
GRID    18028   0       180.081 8.146   101.296 0
GRID    18029   0       180.081 8.146   102.557 0
GRID    18030   0       178.430 -12.230 97.856  0
GRID    18031   0       178.957 -10.927 98.952  0
GRID    18032   0       178.957 -10.927 100.185 0
GRID    18033   0       178.957 -10.927 101.418 0
GRID    18034   0       178.957 -10.927 102.645 0
GRID    18035   0       178.430 12.230  97.856  0
GRID    18036   0       178.957 10.927  98.952  0
GRID    18037   0       178.957 10.927  100.185 0
GRID    18038   0       178.957 10.927  101.418 0
GRID    18039   0       178.957 10.927  102.645 0
GRID    18040   0       177.863 -13.636 98.077  0
GRID    18041   0       177.863 -13.636 99.306  0
GRID    18042   0       177.863 -13.636 100.455 0
GRID    18043   0       177.863 -13.636 101.604 0
GRID    18044   0       177.863 -13.636 102.739 0
GRID    18045   0       177.863 13.636  98.077  0
GRID    18046   0       177.863 13.636  99.306  0
GRID    18047   0       177.863 13.636  100.455 0
GRID    18048   0       177.863 13.636  101.604 0
GRID    18049   0       177.863 13.636  102.739 0
$
GRID    18050   0       177.470 -14.609 98.271  0
GRID    18051   0       177.470 -14.609 99.460  0
GRID    18052   0       177.470 -14.609 100.573 0
GRID    18053   0       177.470 -14.609 101.686 0
GRID    18054   0       177.470 -14.609 102.776 0
GRID    18055   0       177.470 14.609  98.271  0
GRID    18056   0       177.470 14.609  99.460  0
GRID    18057   0       177.470 14.609  100.573 0
GRID    18058   0       177.470 14.609  101.686 0
GRID    18059   0       177.470 14.609  102.776 0
$
GRID    18060   0       175.687 -19.021 99.092  0
GRID    18061   0       175.687 -19.021 100.063 0
GRID    18062   0       175.687 -19.021 101.033 0
GRID    18063   0       175.687 -19.021 102.004 0
GRID    18064   0       175.687 -19.021 102.974 0
GRID    18065   0       175.687 19.021  99.092  0
GRID    18066   0       175.687 19.021  100.063 0
GRID    18067   0       175.687 19.021  101.033 0
GRID    18068   0       175.687 19.021  102.004 0
GRID    18069   0       175.687 19.021  102.974 0
$
GRID    19000   0       116.809 -2.908  95.174  0
GRID    19001   0       116.809 -2.908  98.122  0
GRID    19002   0       116.809 -2.908  100.994 0
GRID    19003   0       116.809 -2.908  103.865 0
GRID    19004   0       116.809 -2.908  106.757 0
GRID    19005   0       120.809 -5.217  95.241  0
GRID    19006   0       120.809 -5.217  98.395  0
GRID    19007   0       120.809 -5.217  101.162 0
GRID    19008   0       120.809 -5.217  103.928 0
GRID    19009   0       120.809 -5.217  106.955 0
GRID    19010   0       124.809 -7.526  95.400  0
GRID    19011   0       124.809 -7.526  98.669  0
GRID    19012   0       124.809 -7.526  101.330 0
GRID    19013   0       124.809 -7.526  103.990 0
GRID    19014   0       124.809 -7.526  107.052 0
GRID    19015   0       128.809 -9.836  95.763  0
GRID    19016   0       128.809 -9.836  98.942  0
GRID    19017   0       128.809 -9.836  101.498 0
GRID    19018   0       128.809 -9.836  104.053 0
GRID    19019   0       128.809 -9.836  107.040 0
GRID    19020   0       132.809 -12.145 96.310  0
GRID    19021   0       132.809 -12.145 99.216  0
GRID    19022   0       132.809 -12.145 101.666 0
GRID    19023   0       132.809 -12.145 104.115 0
GRID    19024   0       132.809 -12.145 106.921 0
GRID    19025   0       136.809 -14.454 96.984  0
GRID    19026   0       136.809 -14.454 99.489  0
GRID    19027   0       136.809 -14.454 101.834 0
GRID    19028   0       136.809 -14.454 104.178 0
GRID    19029   0       136.809 -14.454 106.728 0
$
GRID    20000   0       116.809 2.908   95.174  0
GRID    20001   0       116.809 2.908   98.122  0
GRID    20002   0       116.809 2.908   100.994 0
GRID    20003   0       116.809 2.908   103.865 0
GRID    20004   0       116.809 2.908   106.757 0
GRID    20005   0       120.809 5.217   95.241  0
GRID    20006   0       120.809 5.217   98.395  0
GRID    20007   0       120.809 5.217   101.162 0
GRID    20008   0       120.809 5.217   103.928 0
GRID    20009   0       120.809 5.217   106.955 0
GRID    20010   0       124.809 7.526   95.400  0
GRID    20011   0       124.809 7.526   98.669  0
GRID    20012   0       124.809 7.526   101.330 0
GRID    20013   0       124.809 7.526   103.990 0
GRID    20014   0       124.809 7.526   107.052 0
GRID    20015   0       128.809 9.836   95.763  0
GRID    20016   0       128.809 9.836   98.942  0
GRID    20017   0       128.809 9.836   101.498 0
GRID    20018   0       128.809 9.836   104.053 0
GRID    20019   0       128.809 9.836   107.040 0
GRID    20020   0       132.809 12.145  96.310  0
GRID    20021   0       132.809 12.145  99.216  0
GRID    20022   0       132.809 12.145  101.666 0
GRID    20023   0       132.809 12.145  104.115 0
GRID    20024   0       132.809 12.145  106.921 0
GRID    20025   0       136.809 14.454  96.984  0
GRID    20026   0       136.809 14.454  99.489  0
GRID    20027   0       136.809 14.454  101.834 0
GRID    20028   0       136.809 14.454  104.178 0
GRID    20029   0       136.809 14.454  106.728 0
$
GRID    21000   0       116.809 -1.017  107.037 0
GRID    21001   0       116.809 -2.266  106.880 0
GRID    21002   0       116.809 -4.911  106.216 0
GRID    21003   0       120.809 -1.345  107.561 0
GRID    21004   0       120.809 -3.384  107.324 0
GRID    21006   0       124.809 -1.672  107.964 0
GRID    21007   0       124.809 -4.502  107.665 0
GRID    21008   0       124.809 -6.600  107.273 0
GRID    21009   0       128.809 -2.000  108.268 0
GRID    21010   0       128.809 -5.620  107.911 0
GRID    21011   0       128.809 -8.817  107.299 0
GRID    21013   0       132.809 -11.034 107.214 0
GRID    21014   0       136.809 -2.000  108.644 0
GRID    21015   0       136.809 -4.389  108.515 0
GRID    21016   0       136.809 -6.770  108.281 0
GRID    21017   0       136.809 -9.135  107.926 0
GRID    21018   0       136.809 -11.480 107.451 0
GRID    21019   0       136.809 -13.251 107.034 0
GRID    21020   0       116.809 4.911   106.216 0
GRID    21021   0       116.809 2.266   106.88  0
GRID    21022   0       116.809 1.017   107.037 0
GRID    21024   0       120.809 3.384   107.324 0
GRID    21025   0       120.809 1.345   107.561 0
GRID    21026   0       124.809 6.600   107.273 0
GRID    21027   0       124.809 4.502   107.665 0
GRID    21028   0       124.809 1.672   107.964 0
GRID    21029   0       128.809 8.817   107.299 0
GRID    21030   0       128.809 5.620   107.911 0
GRID    21031   0       128.809 2.000   108.268 0
GRID    21032   0       132.809 11.034  107.214 0
GRID    21034   0       136.809 13.251  107.034 0
GRID    21035   0       136.809 11.480  107.451 0
GRID    21036   0       136.809 9.135   107.926 0
GRID    21037   0       136.809 6.770   108.281 0
GRID    21038   0       136.809 4.389   108.515 0
GRID    21039   0       136.809 2.000   108.644 0
$
GRID    21100   0       140.809 19.021  105.974 0
GRID    21101   0       144.881 19.021  106.343 0
GRID    21102   0       148.954 19.021  106.490 0
GRID    21103   0       153.026 19.021  106.421 0
GRID    21104   0       157.098 19.021  106.159 0
GRID    21105   0       161.171 19.021  105.718 0
$
GRID    21106   0       140.809 14.609  106.995 0
GRID    21107   0       144.881 14.609  107.157 0
GRID    21108   0       148.954 14.609  107.144 0
GRID    21109   0       153.026 14.609  106.960 0
GRID    21110   0       157.098 14.609  106.613 0
GRID    21111   0       161.170 14.609  106.105 0
$ 
GRID    21112   0       140.809 13.636  107.209 0
GRID    21113   0       161.171 13.636  106.205 0
GRID    21114   0       140.809 11.000  107.758 0
GRID    21115   0       144.881 11.000  107.811 0
GRID    21116   0       148.954 11.000  107.703 0
GRID    21117   0       153.026 11.000  107.444 0
GRID    21118   0       157.098 11.000  107.035 0
GRID    21119   0       161.171 11.000  106.475 0
GRID    21120   0       140.809 8.000   108.237 0
GRID    21121   0       144.881 8.000   108.218 0
GRID    21122   0       148.954 8.000   108.058 0
GRID    21123   0       153.026 8.000   107.760 0
GRID    21124   0       157.098 8.000   107.319 0
GRID    21125   0       161.171 8.000   106.734 0
GRID    21126   0       140.809 5.000   108.533 0
GRID    21127   0       161.171 5.000   106.931 0
GRID    21128   0       140.809 2.000   108.686 0
GRID    21129   0       161.171 2.000   107.053 0
GRID    21130   0       140.809 0.000   108.714 0
GRID    21131   0       161.171 0.000   107.078 0
GRID    21132   0       140.809 -2.000  108.686 0
GRID    21133   0       161.171 -2.000  107.053 0
GRID    21134   0       140.809 -5.000  108.533 0
GRID    21135   0       161.171 -5.000  106.931 0
GRID    21136   0       140.809 -8.000  108.237 0
GRID    21137   0       144.881 -8.000  108.218 0
GRID    21138   0       148.954 -8.000  108.058 0
GRID    21139   0       153.026 -8.000  107.760 0
GRID    21140   0       157.098 -8.000  107.319 0
GRID    21141   0       161.171 -8.000  106.734 0
GRID    21142   0       140.809 -11.000 107.758 0
GRID    21143   0       144.881 -11.000 107.811 0
GRID    21144   0       148.954 -11.000 107.703 0
GRID    21145   0       153.026 -11.000 107.444 0
GRID    21146   0       161.171 -11.000 106.475 0
GRID    21147   0       140.809 -13.636 107.209 0
GRID    21148   0       161.171 -13.636 106.205 0
$
GRID    21149   0       140.809 -14.609 106.995 0
GRID    21150   0       144.881 -14.609 107.157 0
GRID    21151   0       148.954 -14.609 107.144 0
GRID    21152   0       153.026 -14.609 106.960 0
GRID    21153   0       157.098 -14.609 106.613 0
GRID    21154   0       161.170 -14.609 106.105 0
$
GRID    21155   0       140.809 -19.021 105.974 0
GRID    21156   0       144.881 -19.021 106.343 0
GRID    21157   0       148.954 -19.021 106.490 0
GRID    21158   0       153.026 -19.021 106.421 0
GRID    21159   0       157.098 -19.021 106.159 0
GRID    21160   0       161.171 -19.021 105.718 0
GRID    21161   0       157.098 -11.000 107.035 0
GRID    21162   0       144.881 -13.636 107.342 0
GRID    21163   0       148.954 -13.636 107.300 0
GRID    21164   0       144.881 2.000   108.614 0
GRID    21165   0       148.954 2.000   108.423 0
GRID    21166   0       153.026 2.000   108.103 0
GRID    21167   0       157.098 2.000   107.647 0
GRID    21168   0       144.881 -2.000  108.614 0
GRID    21169   0       148.954 -2.000  108.423 0
GRID    21170   0       153.026 -2.000  108.103 0
GRID    21171   0       157.098 -2.000  107.647 0
GRID    21172   0       144.881 13.636  107.342 0
GRID    21173   0       148.954 13.636  107.300 0
$
GRID    21200   0       165.171 19.021  105.120 0
GRID    21201   0       167.300 19.021  104.743 0
GRID    21202   0       169.429 19.021  104.330 0
GRID    21203   0       171.558 19.021  103.889 0
GRID    21204   0       173.687 19.021  103.425 0
$
GRID    21205   0       165.170 14.609  105.456 0
GRID    21206   0       167.745 14.609  104.968 0
GRID    21207   0       170.32  14.609  104.435 0
GRID    21208   0       172.895 14.609  103.863 0
GRID    21209   0       175.470 14.609  103.261 0
$
GRID    21210   0       165.170 13.636  105.544 0
GRID    21213   0       173.190 13.636  103.866 0
GRID    21214   0       175.863 13.636  103.231 0
GRID    21215   0       165.170 10.991  105.786 0
GRID    21216   0       168.112 10.977  105.202 0
GRID    21217   0       171.056 10.964  104.563 0
GRID    21218   0       174.004 10.950  103.878 0
GRID    21219   0       176.954 10.936  103.154 0
GRID    21220   0       165.170 8.017   106.025 0
GRID    21221   0       168.408 8.045   105.368 0
GRID    21222   0       171.640 8.073   104.650 0
GRID    21223   0       174.867 8.101   103.883 0
GRID    21224   0       178.088 8.128   103.075 0
GRID    21225   0       165.170 5.000   106.220 0
GRID    21227   0       172.261 5.000   104.715 0
GRID    21228   0       175.807 5.000   103.873 0
GRID    21229   0       179.352 5.000   102.986 0
GRID    21230   0       165.170 1.985   106.348 0
GRID    21231   0       169.023 1.956   105.576 0
GRID    21232   0       172.882 1.927   104.731 0
GRID    21233   0       176.747 1.898   103.831 0
GRID    21234   0       180.617 1.869   102.887 0
GRID    21235   0       165.170 -1.985  106.348 0
GRID    21236   0       169.023 -1.956  105.576 0
GRID    21237   0       172.882 -1.927  104.731 0
GRID    21238   0       176.747 -1.898  103.831 0
GRID    21239   0       180.617 -1.869  102.887 0
GRID    21240   0       165.170 -5.000  106.220 0
GRID    21242   0       172.261 -5.000  104.715 0
GRID    21243   0       175.807 -5.000  103.873 0
GRID    21244   0       179.352 -5.000  102.986 0
GRID    21245   0       165.170 -8.017  106.025 0
GRID    21246   0       168.408 -8.045  105.368 0
GRID    21247   0       171.640 -8.073  104.650 0
GRID    21248   0       174.867 -8.101  103.883 0
GRID    21249   0       178.088 -8.128  103.075 0
GRID    21250   0       165.170 -10.991 105.786 0
GRID    21251   0       168.112 -10.977 105.202 0
GRID    21252   0       171.056 -10.964 104.563 0
GRID    21253   0       174.004 -10.950 103.878 0
GRID    21254   0       176.954 -10.936 103.154 0
GRID    21255   0       165.170 -13.636 105.544 0
GRID    21258   0       173.190 -13.636 103.866 0
GRID    21259   0       175.863 -13.636 103.231 0
$
GRID    21260   0       165.170 -14.609 105.456 0
GRID    21261   0       167.745 -14.609 104.968 0
GRID    21262   0       170.32  -14.609 104.435 0
GRID    21263   0       172.895 -14.609 103.863 0
GRID    21264   0       175.470 -14.609 103.261 0
$
GRID    21265   0       165.171 -19.021 105.120 0
GRID    21266   0       167.300 -19.021 104.743 0
GRID    21267   0       169.429 -19.021 104.330 0
GRID    21268   0       171.558 -19.021 103.889 0
GRID    21269   0       173.687 -19.021 103.425 0
$
GRID    21300   0       178.660 19.021  102.287 0
GRID    21301   0       181.632 19.021  101.595 0
GRID    21302   0       184.606 19.021  100.915 0
$
GRID    21303   0       180.039 15.609  102.089 0
GRID    21304   0       183.012 15.609  101.349 0
GRID    21305   0       185.985 15.609  100.653 0
GRID    21306   0       180.443 14.609  102.037 0
GRID    21307   0       183.419 14.609  101.284 0
GRID    21308   0       186.389 14.609  100.576 0
$
GRID    21309   0       180.837 13.636  101.989 0
GRID    21310   0       183.809 13.636  101.224 0
GRID    21311   0       186.782 13.636  100.455 0
GRID    21312   0       181.937 10.913  101.869 0
GRID    21313   0       184.915 10.900  101.075 0
GRID    21314   0       187.893 10.886  100.271 0
GRID    21315   0       182.306 10.000  101.833 0
GRID    21316   0       185.279 10.000  101.033 0
GRID    21317   0       188.251 10.000  100.221 0
GRID    21318   0       183.045 8.171   101.768 0
GRID    21319   0       186.008 8.197   100.959 0
GRID    21320   0       188.969 8.222   100.136 0
GRID    21321   0       184.327 5.000   101.678 0
GRID    21322   0       187.300 5.000   100.867 0
GRID    21323   0       190.271 5.000   100.037 0
GRID    21324   0       185.608 1.832   101.613 0
GRID    21325   0       188.590 1.810   100.818 0
GRID    21326   0       191.569 1.787   100.002 0
GRID    21327   0       186.348 0.000   101.526 0
GRID    21328   0       189.321 0.000   100.769 0
GRID    21329   0       192.291 0.000   100.000 0
GRID    21330   0       185.608 -1.832  101.613 0
GRID    21331   0       188.590 -1.810  100.818 0
GRID    21332   0       191.569 -1.787  100.002 0
GRID    21333   0       184.327 -5.000  101.678 0
GRID    21334   0       187.300 -5.000  100.867 0
GRID    21335   0       190.271 -5.000  100.037 0
GRID    21336   0       183.045 -8.171  101.768 0
GRID    21337   0       186.008 -8.197  100.959 0
GRID    21338   0       188.969 -8.222  100.136 0
GRID    21339   0       182.306 -10.000 101.833 0
GRID    21340   0       185.279 -10.000 101.033 0
GRID    21341   0       188.251 -10.000 100.221 0
GRID    21342   0       181.937 -10.913 101.869 0
GRID    21343   0       184.915 -10.900 101.075 0
GRID    21344   0       187.893 -10.886 100.271 0
GRID    21345   0       180.837 -13.636 101.989 0
GRID    21346   0       183.809 -13.636 101.224 0
GRID    21347   0       186.782 -13.636 100.455 0
$
GRID    21348   0       180.443 -14.609 102.037 0
GRID    21349   0       183.419 -14.609 101.284 0
GRID    21350   0       186.389 -14.609 100.576 0
GRID    21351   0       180.039 -15.609 102.089 0
GRID    21352   0       183.012 -15.609 101.349 0
GRID    21353   0       185.985 -15.609 100.653 0
$
GRID    21354   0       178.660 -19.021 102.287 0
GRID    21355   0       181.632 -19.021 101.595 0
GRID    21356   0       184.606 -19.021 100.915 0
$
GRID    21500   0       101.764 0.000   100.861 0
GRID    21501   0       101.941 0.000   101.838 0
GRID    21502   0       102.473 0.000   102.675 0
GRID    21503   0       103.229 0.000   103.324 0
GRID    21504   0       104.091 0.000   103.825 0
GRID    21506   0       102.360 -1.209  100.724 0
GRID    21507   0       102.468 -1.160  101.692 0
GRID    21508   0       102.853 -0.983  102.567 0
GRID    21509   0       103.459 -0.706  103.279 0
GRID    21510   0       104.192 -0.370  103.830 0
GRID    21511   0       102.360 1.209   100.724 0
GRID    21512   0       102.468 1.160   101.692 0
GRID    21513   0       102.853 0.983   102.567 0
GRID    21514   0       103.459 0.706   103.279 0
GRID    21515   0       104.192 0.370   103.830 0
GRID    21516   0       103.775 -2.243  100.698 0
GRID    21517   0       103.829 -2.146  101.628 0
GRID    21518   0       103.990 -1.849  102.502 0
GRID    21519   0       104.246 -1.381  103.272 0
GRID    21520   0       104.585 -0.760  103.884 0
GRID    21521   0       103.775 2.243   100.698 0
GRID    21522   0       103.829 2.146   101.628 0
GRID    21523   0       103.990 1.849   102.502 0
GRID    21524   0       104.246 1.381   103.272 0
GRID    21525   0       104.585 0.760   103.884 0
GRID    21526   0       105.000 -2.964  100.795 0
GRID    21527   0       105.000 -2.815  101.770 0
GRID    21528   0       105.000 -2.388  102.659 0
GRID    21529   0       105.000 -1.748  103.411 0
GRID    21530   0       105.000 -0.949  103.990 0
GRID    21531   0       105.000 2.964   100.795 0
GRID    21532   0       105.000 2.815   101.770 0
GRID    21533   0       105.000 2.388   102.659 0
GRID    21534   0       105.000 1.748   103.411 0
GRID    21535   0       105.000 0.949   103.990 0
GRID    21536   0       107.000 4.132   100.932 0
GRID    21537   0       107.000 3.893   102.159 0
GRID    21538   0       107.000 3.241   103.228 0
GRID    21539   0       107.000 2.311   104.070 0
GRID    21540   0       107.000 1.221   104.692 0
GRID    21542   0       107.000 -1.221  104.692 0
GRID    21543   0       107.000 -2.311  104.070 0
GRID    21544   0       107.000 -3.241  103.228 0
GRID    21545   0       107.000 -3.893  102.159 0
GRID    21546   0       107.000 -4.132  100.932 0
GRID    21547   0       109.905 5.816   101.115 0
GRID    21548   0       109.905 5.614   102.253 0
GRID    21549   0       109.905 5.061   103.269 0
GRID    21550   0       109.905 4.253   104.098 0
GRID    21551   0       109.905 3.293   104.749 0
GRID    21552   0       109.905 2.250   105.257 0
GRID    21553   0       109.905 1.150   105.624 0
GRID    21555   0       109.905 -1.150  105.624 0
GRID    21556   0       109.905 -2.250  105.257 0
GRID    21557   0       109.905 -3.293  104.749 0
GRID    21558   0       109.905 -4.253  104.098 0
GRID    21559   0       109.905 -5.061  103.269 0
GRID    21560   0       109.905 -5.614  102.253 0
GRID    21561   0       109.905 -5.816  101.115 0
GRID    21562   0       112.809 7.494   101.294 0
GRID    21563   0       112.809 7.201   102.666 0
GRID    21564   0       112.809 6.418   103.834 0
GRID    21565   0       112.809 5.332   104.731 0
GRID    21566   0       112.809 4.090   105.404 0
GRID    21567   0       112.809 2.772   105.909 0
GRID    21568   0       112.809 1.405   106.264 0
GRID    21570   0       112.809 -1.405  106.264 0
GRID    21571   0       112.809 -2.772  105.909 0
GRID    21572   0       112.809 -4.090  105.404 0
GRID    21573   0       112.809 -5.332  104.731 0
GRID    21574   0       112.809 -6.418  103.834 0
GRID    21575   0       112.809 -7.201  102.666 0
GRID    21576   0       112.809 -7.494  101.294 0
GRID    21577   0       114.809 8.648   101.412 0
GRID    21578   0       114.809 8.309   102.882 0
GRID    21579   0       114.809 7.417   104.104 0
GRID    21580   0       114.809 6.209   105.023 0
GRID    21581   0       114.809 4.849   105.701 0
GRID    21582   0       114.809 -4.849  105.701 0
GRID    21583   0       114.809 -6.209  105.023 0
GRID    21584   0       114.809 -7.417  104.104 0
GRID    21585   0       114.809 -8.309  102.882 0
GRID    21586   0       114.809 -8.648  101.412 0
GRID    21587   0       116.809 9.801   101.526 0
GRID    21588   0       116.809 8.906   103.839 0
GRID    21589   0       116.809 6.914   105.378 0
GRID    21590   0       116.809 -6.914  105.378 0
GRID    21591   0       116.809 -8.906  103.839 0
GRID    21592   0       116.809 -9.801  101.526 0
GRID    21593   0       120.809 12.107  101.736 0
GRID    21594   0       120.809 11.187  104.018 0
GRID    21595   0       120.809 9.199   105.534 0
GRID    21596   0       120.809 -9.199  105.534 0
GRID    21597   0       120.809 -11.187 104.018 0
GRID    21598   0       120.809 -12.107 101.736 0
GRID    21599   0       124.809 14.411  101.919 0
GRID    21600   0       124.809 13.460  104.147 0
GRID    21601   0       124.809 11.476  105.613 0
GRID    21602   0       124.809 -11.476 105.613 0
GRID    21603   0       124.809 -13.460 104.147 0
GRID    21604   0       124.809 -14.411 101.919 0
GRID    21605   0       128.809 16.714  102.072 0
GRID    21606   0       128.809 15.730  104.228 0
GRID    21607   0       128.809 13.748  105.618 0
GRID    21608   0       128.809 -13.748 105.618 0
GRID    21609   0       128.809 -15.730 104.228 0
GRID    21610   0       128.809 -16.714 102.072 0
GRID    21611   0       132.374 19.021  102.180 0
GRID    21612   0       132.809 19.021  103.222 0
GRID    21613   0       132.809 16.677  105.232 0
GRID    21614   0       132.809 -16.677 105.232 0
GRID    21615   0       132.809 -19.021 103.222 0
GRID    21616   0       132.374 -19.021 102.180 0
GRID    21617   0       136.809 19.021  105.226 0
GRID    21618   0       136.809 -19.021 105.226 0
$
GRID    25000   0       116.809 -0.949  94.784  0
GRID    25001   0       116.809 -2.398  95.029  0
GRID    25002   0       116.809 -4.911  96.039  0
GRID    25004   0       120.809 -3.781  94.674  0
GRID    25008   0       124.809 -5.163  94.420  0
GRID    25009   0       124.809 -6.600  94.982  0
GRID    25012   0       128.809 -5.260  93.853  0
