case_index,campaign,velocity_mps,nominal_load_factor,time_step_s,mode7_frequency_scale,excited,pitch_rate_command_deg_s,pitch_amplitude_deg,stiffness_delta_k7,stem,input_sha256,status,message
1,timestep,66.75,1.6,0.005,1.0,False,5.05232896200753,10.230966148065248,0.0,timestep__dt_0p0050__f7_1p000__dive_pullup_V_066p750_n_1p000_bank_p00p00_pitch_p10p23_qcmd_p05p05_nnom_01p60_shadow,10baac687a1748e499193553c5ee6f21e4078ede8f9ec1e6415925e88df8a402,prepared,input MBDyn generated; no solver run
2,timestep,66.75,1.6,0.005,1.0,True,5.05232896200753,10.230966148065248,0.0,timestep__dt_0p0050__f7_1p000__dive_pullup_V_066p750_n_1p000_bank_p00p00_pitch_p10p23_qcmd_p05p05_nnom_01p60_excited,a2530d56dcccc1545c6fd7ad2ffb5de7f6b0294d5a7f888df82fb948c3d745f3,prepared,input MBDyn generated; no solver run
