67
1	0
0.96736	-0.004659375
0.9345	-0.009053705
0.90147	-0.013122544
0.87938	-0.015624694
0.83464	-0.020109446
0.7899	-0.024060474
0.74517	-0.027539897
0.70043	-0.030507486
0.67834	-0.031770551
0.65625	-0.032897008
0.61129	-0.034805943
0.56633	-0.036376627
0.52126	-0.03748357
0.47631	-0.038397617
0.43135	-0.038761785
0.40926	-0.038752047
0.38716	-0.038728103
0.36585	-0.038692549
0.33911	-0.038632089
0.2988	-0.038338051
0.25461	-0.037314269
0.21043	-0.035939116
0.16624	-0.033940906
0.14415	-0.032686968
0.12206	-0.031325749
0.08991	-0.028848736
0.05788	-0.025527137
0.03579	-0.021547807
0.02546	-0.017391316
0.01569	-0.011578557
0.00729	-0.005600382
0.00193	-0.001504189
0	0
0.00193	0.001932359
0.00729	0.007174849
0.01569	0.01485979
0.02546	0.022605153
0.03579	0.028864268
0.05788	0.037401619
0.08991	0.045848828
0.12206	0.052470186
0.14415	0.055759748
0.16624	0.058698476
0.21043	0.062772426
0.25461	0.064328589
0.2988	0.065276498
0.33911	0.065342291
0.36585	0.064586667
0.38716	0.063612264
0.40926	0.062401436
0.43135	0.061128378
0.47631	0.057899864
0.52126	0.053594147
0.56633	0.048885724
0.61129	0.043519432
0.65625	0.037799189
0.67834	0.034845928
0.70043	0.031909996
0.74517	0.025714768
0.7899	0.019484462
0.83464	0.013928398
0.87938	0.009422328
0.90147	0.007379274
0.9345	0.00456039
0.96736	0.002083901
1	0
